"balise","direction","station","track","type","train_direction"
11407,1,Malminkartano,2,DEPARTURE,1
11307,1,Malminkartano,2,DEPARTURE,1
11409,1,Malminkartano,2,DEPARTURE,1
11407,2,Malminkartano,2,ARRIVAL,2
11307,2,Malminkartano,2,ARRIVAL,2
11409,2,Malminkartano,2,ARRIVAL,2
11402,1,Malminkartano,2,DEPARTURE,2
11607,2,Malminkartano,2,DEPARTURE,2
11414,2,Martinlaakso,1,ARRIVAL,1
11312,2,Martinlaakso,1,ARRIVAL,1
11453,1,Martinlaakso,1,DEPARTURE,1
11412,2,Martinlaakso,1,DEPARTURE,1
11317,1,Martinlaakso,1,DEPARTURE,1
11453,2,Martinlaakso,1,ARRIVAL,2
11412,1,Martinlaakso,1,ARRIVAL,2
11317,2,Martinlaakso,1,ARRIVAL,2
11414,1,Martinlaakso,1,DEPARTURE,2
11312,1,Martinlaakso,1,DEPARTURE,2
11432,2,Martinlaakso,2,ARRIVAL,1
11314,2,Martinlaakso,2,ARRIVAL,1
11419,1,Martinlaakso,2,DEPARTURE,1
11319,1,Martinlaakso,2,DEPARTURE,1
11419,2,Martinlaakso,2,ARRIVAL,2
11319,2,Martinlaakso,2,ARRIVAL,2
11432,1,Martinlaakso,2,DEPARTURE,2
11314,1,Martinlaakso,2,DEPARTURE,2
11093,1,Masala,1,ARRIVAL,1
11860,2,Masala,1,ARRIVAL,1
11797,1,Masala,1,DEPARTURE,1
11092,2,Masala,1,DEPARTURE,1
11865,1,Masala,1,DEPARTURE,1
11797,2,Masala,1,ARRIVAL,2
11092,1,Masala,1,ARRIVAL,2
11865,2,Masala,1,ARRIVAL,2
11093,2,Masala,1,DEPARTURE,2
11860,1,Masala,1,DEPARTURE,2
11790,2,Masala,2,ARRIVAL,1
11095,1,Masala,2,ARRIVAL,1
11862,2,Masala,2,ARRIVAL,1
11094,2,Masala,2,DEPARTURE,1
11867,1,Masala,2,DEPARTURE,1
11094,1,Masala,2,ARRIVAL,2
11867,2,Masala,2,ARRIVAL,2
11790,1,Masala,2,DEPARTURE,2
11095,2,Masala,2,DEPARTURE,2
11862,1,Masala,2,DEPARTURE,2
11404,2,Myyrmäki,1,ARRIVAL,1
11604,2,Myyrmäki,1,ARRIVAL,1
11451,1,Myyrmäki,1,DEPARTURE,1
11309,1,Myyrmäki,1,DEPARTURE,1
11451,2,Myyrmäki,1,ARRIVAL,2
11309,2,Myyrmäki,1,ARRIVAL,2
11404,1,Myyrmäki,1,DEPARTURE,2
11604,1,Myyrmäki,1,DEPARTURE,2
11406,2,Myyrmäki,2,ARRIVAL,1
11606,2,Myyrmäki,2,ARRIVAL,1
11411,1,Myyrmäki,2,DEPARTURE,1
11311,1,Myyrmäki,2,DEPARTURE,1
11411,2,Myyrmäki,2,ARRIVAL,2
11311,2,Myyrmäki,2,ARRIVAL,2
11406,1,Myyrmäki,2,DEPARTURE,2
11606,1,Myyrmäki,2,DEPARTURE,2
11758,2,Mäkkylä,3,ARRIVAL,1
11134,2,Mäkkylä,3,ARRIVAL,1
11766,1,Mäkkylä,3,DEPARTURE,1
11033,1,Mäkkylä,3,DEPARTURE,1
11766,2,Mäkkylä,3,ARRIVAL,2
11033,2,Mäkkylä,3,ARRIVAL,2
11758,1,Mäkkylä,3,DEPARTURE,2
11134,1,Mäkkylä,3,DEPARTURE,2
11754,2,Mäkkylä,4,ARRIVAL,1
11336,2,Mäkkylä,4,ARRIVAL,1
11765,1,Mäkkylä,4,DEPARTURE,1
11035,1,Mäkkylä,4,DEPARTURE,1
11626,2,Mäkkylä,4,DEPARTURE,1
11765,2,Mäkkylä,4,ARRIVAL,2
11035,2,Mäkkylä,4,ARRIVAL,2
11626,1,Mäkkylä,4,ARRIVAL,2
11754,1,Mäkkylä,4,DEPARTURE,2
11336,1,Mäkkylä,4,DEPARTURE,2
13314,2,Oulunkylä,3,ARRIVAL,1
13504,2,Oulunkylä,3,ARRIVAL,1
13014,2,Oulunkylä,3,ARRIVAL,1
13711,1,Oulunkylä,3,DEPARTURE,1
13027,1,Oulunkylä,3,DEPARTURE,1
13711,2,Oulunkylä,3,ARRIVAL,2
13027,2,Oulunkylä,3,ARRIVAL,2
13314,1,Oulunkylä,3,DEPARTURE,2
13504,1,Oulunkylä,3,DEPARTURE,2
13014,1,Oulunkylä,3,DEPARTURE,2
13704,2,Oulunkylä,4,ARRIVAL,1
13506,2,Oulunkylä,4,ARRIVAL,1
13016,2,Oulunkylä,4,ARRIVAL,1
13713,1,Oulunkylä,4,DEPARTURE,1
13029,1,Oulunkylä,4,DEPARTURE,1
13713,2,Oulunkylä,4,ARRIVAL,2
13029,2,Oulunkylä,4,ARRIVAL,2
13704,1,Oulunkylä,4,DEPARTURE,2
13506,1,Oulunkylä,4,DEPARTURE,2
13016,1,Oulunkylä,4,DEPARTURE,2
10030,2,Pasila asema,1,ARRIVAL,1
10528,2,Pasila asema,1,ARRIVAL,1
10303,1,Pasila asema,1,DEPARTURE,1
10613,1,Pasila asema,1,DEPARTURE,1
10103,1,Pasila asema,1,DEPARTURE,1
10303,2,Pasila asema,1,ARRIVAL,2
10613,2,Pasila asema,1,ARRIVAL,2
10103,2,Pasila asema,1,ARRIVAL,2
10030,1,Pasila asema,1,DEPARTURE,2
10528,1,Pasila asema,1,DEPARTURE,2
10032,2,Pasila asema,2,ARRIVAL,1
10530,2,Pasila asema,2,ARRIVAL,1
10177,1,Pasila asema,2,ARRIVAL,1
10405,1,Pasila asema,2,DEPARTURE,1
10615,1,Pasila asema,2,DEPARTURE,1
10105,1,Pasila asema,2,DEPARTURE,1
10405,2,Pasila asema,2,ARRIVAL,2
10615,2,Pasila asema,2,ARRIVAL,2
10105,2,Pasila asema,2,ARRIVAL,2
10032,1,Pasila asema,2,DEPARTURE,2
10530,1,Pasila asema,2,DEPARTURE,2
10177,2,Pasila asema,2,DEPARTURE,2
10846,2,Pasila asema,8,ARRIVAL,1
10046,2,Pasila asema,8,ARRIVAL,1
10542,2,Pasila asema,8,ARRIVAL,1
10319,1,Pasila asema,8,DEPARTURE,1
10607,1,Pasila asema,8,DEPARTURE,1
10119,1,Pasila asema,8,DEPARTURE,1
10846,1,Pasila asema,8,ARRIVAL,2
10046,1,Pasila asema,8,ARRIVAL,2
10542,1,Pasila asema,8,ARRIVAL,2
10319,2,Pasila asema,8,DEPARTURE,2
10607,2,Pasila asema,8,DEPARTURE,2
10119,2,Pasila asema,8,DEPARTURE,2
10048,2,Pasila asema,9,ARRIVAL,1
10544,2,Pasila asema,9,ARRIVAL,1
10587,1,Pasila asema,9,ARRIVAL,1
10421,2,Pasila asema,9,DEPARTURE,1
10121,1,Pasila asema,9,DEPARTURE,1
10609,1,Pasila asema,9,DEPARTURE,1
10421,1,Pasila asema,9,ARRIVAL,2
10121,2,Pasila asema,9,ARRIVAL,2
10609,2,Pasila asema,9,ARRIVAL,2
10048,1,Pasila asema,9,DEPARTURE,2
10544,1,Pasila asema,9,DEPARTURE,2
10587,2,Pasila asema,9,DEPARTURE,2
10050,2,Pasila asema,10,ARRIVAL,1
10380,2,Pasila asema,10,ARRIVAL,1
10546,2,Pasila asema,10,ARRIVAL,1
10423,1,Pasila asema,10,DEPARTURE,1
10123,1,Pasila asema,10,DEPARTURE,1
10611,1,Pasila asema,10,DEPARTURE,1
10423,2,Pasila asema,10,ARRIVAL,2
10123,2,Pasila asema,10,ARRIVAL,2
10611,2,Pasila asema,10,ARRIVAL,2
10050,1,Pasila asema,10,DEPARTURE,2
10380,1,Pasila asema,10,DEPARTURE,2
10546,1,Pasila asema,10,DEPARTURE,2
10761,1,Pasila asema,11,ARRIVAL,1
10861,1,Pasila asema,11,DEPARTURE,1
10623,1,Pasila asema,11,DEPARTURE,1
10061,1,Pasila asema,11,DEPARTURE,1
10861,2,Pasila asema,11,ARRIVAL,2
10623,2,Pasila asema,11,ARRIVAL,2
10061,2,Pasila asema,11,ARRIVAL,2
10761,2,Pasila asema,11,DEPARTURE,2
11426,2,Pitäjänmäki,3,ARRIVAL,1
11126,2,Pitäjänmäki,3,ARRIVAL,1
11623,1,Pitäjänmäki,3,ARRIVAL,1
11730,1,Pitäjänmäki,3,DEPARTURE,1
11730,2,Pitäjänmäki,3,ARRIVAL,2
11426,1,Pitäjänmäki,3,DEPARTURE,2
11126,1,Pitäjänmäki,3,DEPARTURE,2
11623,2,Pitäjänmäki,3,DEPARTURE,2
11622,1,Pitäjänmäki,4,ARRIVAL,1
11128,2,Pitäjänmäki,4,ARRIVAL,1
11809,1,Pitäjänmäki,4,DEPARTURE,1
11136,2,Pitäjänmäki,4,DEPARTURE,1
11809,2,Pitäjänmäki,4,ARRIVAL,2
11136,1,Pitäjänmäki,4,ARRIVAL,2
11622,2,Pitäjänmäki,4,DEPARTURE,2
11128,1,Pitäjänmäki,4,DEPARTURE,2
11892,2,Pohjois-Haaga,1,ARRIVAL,1
11016,2,Pohjois-Haaga,1,ARRIVAL,1
11640,2,Pohjois-Haaga,1,ARRIVAL,1
11893,1,Pohjois-Haaga,1,DEPARTURE,1
11794,1,Pohjois-Haaga,1,DEPARTURE,1
11019,1,Pohjois-Haaga,1,DEPARTURE,1
11893,2,Pohjois-Haaga,1,ARRIVAL,2
11794,2,Pohjois-Haaga,1,ARRIVAL,2
11019,2,Pohjois-Haaga,1,ARRIVAL,2
11892,1,Pohjois-Haaga,1,DEPARTURE,2
11016,1,Pohjois-Haaga,1,DEPARTURE,2
11640,1,Pohjois-Haaga,1,DEPARTURE,2
11898,2,Pohjois-Haaga,2,ARRIVAL,1
11014,2,Pohjois-Haaga,2,ARRIVAL,1
11642,2,Pohjois-Haaga,2,ARRIVAL,1
11795,1,Pohjois-Haaga,2,DEPARTURE,1
11017,1,Pohjois-Haaga,2,DEPARTURE,1
11795,2,Pohjois-Haaga,2,ARRIVAL,2
11017,2,Pohjois-Haaga,2,ARRIVAL,2
11898,1,Pohjois-Haaga,2,DEPARTURE,2
11014,1,Pohjois-Haaga,2,DEPARTURE,2
11642,1,Pohjois-Haaga,2,DEPARTURE,2
13746,2,Puistola,3,ARRIVAL,1
13205,1,Puistola,3,ARRIVAL,1
13753,1,Puistola,3,DEPARTURE,1
13763,1,Puistola,3,DEPARTURE,1
13204,2,Puistola,3,DEPARTURE,1
13753,2,Puistola,3,ARRIVAL,2
13763,2,Puistola,3,ARRIVAL,2
13204,1,Puistola,3,ARRIVAL,2
13746,1,Puistola,3,DEPARTURE,2
13205,2,Puistola,3,DEPARTURE,2
13748,2,Puistola,4,ARRIVAL,1
13207,1,Puistola,4,ARRIVAL,1
13130,2,Puistola,4,ARRIVAL,1
13755,1,Puistola,4,DEPARTURE,1
13206,2,Puistola,4,DEPARTURE,1
13761,1,Puistola,4,DEPARTURE,1
13755,2,Puistola,4,ARRIVAL,2
13206,1,Puistola,4,ARRIVAL,2
13761,2,Puistola,4,ARRIVAL,2
13748,1,Puistola,4,DEPARTURE,2
13207,2,Puistola,4,DEPARTURE,2
13130,1,Puistola,4,DEPARTURE,2
13718,2,Pukinmäki,3,ARRIVAL,1
13818,2,Pukinmäki,3,ARRIVAL,1
13105,1,Pukinmäki,3,ARRIVAL,1
13725,1,Pukinmäki,3,DEPARTURE,1
13113,1,Pukinmäki,3,DEPARTURE,1
13104,2,Pukinmäki,3,DEPARTURE,1
13725,2,Pukinmäki,3,ARRIVAL,2
13113,2,Pukinmäki,3,ARRIVAL,2
13104,1,Pukinmäki,3,ARRIVAL,2
13718,1,Pukinmäki,3,DEPARTURE,2
13818,1,Pukinmäki,3,DEPARTURE,2
13105,2,Pukinmäki,3,DEPARTURE,2
13720,2,Pukinmäki,4,ARRIVAL,1
13820,2,Pukinmäki,4,ARRIVAL,1
13107,1,Pukinmäki,4,ARRIVAL,1
13727,1,Pukinmäki,4,DEPARTURE,1
13115,1,Pukinmäki,4,DEPARTURE,1
13106,2,Pukinmäki,4,DEPARTURE,1
13727,2,Pukinmäki,4,ARRIVAL,2
13115,2,Pukinmäki,4,ARRIVAL,2
13106,1,Pukinmäki,4,ARRIVAL,2
13720,1,Pukinmäki,4,DEPARTURE,2
13820,1,Pukinmäki,4,DEPARTURE,2
13107,2,Pukinmäki,4,DEPARTURE,2
13242,2,Rekola,3,ARRIVAL,1
19005,1,Rekola,3,DEPARTURE,1
9904,2,Rekola,3,DEPARTURE,1
19004,2,Rekola,3,DEPARTURE,1
19005,2,Rekola,3,ARRIVAL,2
9904,1,Rekola,3,ARRIVAL,2
19004,1,Rekola,3,ARRIVAL,2
13242,1,Rekola,3,DEPARTURE,2
19307,1,Rekola,4,ARRIVAL,1
13244,2,Rekola,4,ARRIVAL,1
19407,1,Rekola,4,DEPARTURE,1
19007,1,Rekola,4,DEPARTURE,1
19006,2,Rekola,4,DEPARTURE,1
19407,2,Rekola,4,ARRIVAL,2
19007,2,Rekola,4,ARRIVAL,2
19006,1,Rekola,4,ARRIVAL,2
19307,2,Rekola,4,DEPARTURE,2
13244,1,Rekola,4,DEPARTURE,2
18503,1,Savio,3,ARRIVAL,1
18704,2,Savio,3,ARRIVAL,1
18521,1,Savio,3,ARRIVAL,1
18013,1,Savio,3,DEPARTURE,1
18012,2,Savio,3,DEPARTURE,1
18712,2,Savio,3,DEPARTURE,1
18013,2,Savio,3,ARRIVAL,2
18012,1,Savio,3,ARRIVAL,2
18712,1,Savio,3,ARRIVAL,2
18503,2,Savio,3,DEPARTURE,2
18704,1,Savio,3,DEPARTURE,2
18521,2,Savio,3,DEPARTURE,2
18505,1,Savio,4,ARRIVAL,1
18523,1,Savio,4,ARRIVAL,1
18706,2,Savio,4,ARRIVAL,1
18015,1,Savio,4,DEPARTURE,1
18714,2,Savio,4,DEPARTURE,1
18014,2,Savio,4,DEPARTURE,1
18015,2,Savio,4,ARRIVAL,2
18714,1,Savio,4,ARRIVAL,2
18014,1,Savio,4,ARRIVAL,2
18505,2,Savio,4,DEPARTURE,2
18523,2,Savio,4,DEPARTURE,2
18706,1,Savio,4,DEPARTURE,2
12008,2,Siuntio,2,ARRIVAL,1
12514,2,Siuntio,2,ARRIVAL,1
12660,2,Siuntio,2,ARRIVAL,1
12008,1,Siuntio,2,DEPARTURE,2
12514,1,Siuntio,2,DEPARTURE,2
12660,1,Siuntio,2,DEPARTURE,2
13734,2,Tapanila,3,ARRIVAL,1
13120,2,Tapanila,3,ARRIVAL,1
9558,2,Tapanila,3,ARRIVAL,1
13129,1,Tapanila,3,DEPARTURE,1
13503,1,Tapanila,3,DEPARTURE,1
13128,2,Tapanila,3,DEPARTURE,1
13129,2,Tapanila,3,ARRIVAL,2
13503,2,Tapanila,3,ARRIVAL,2
13128,1,Tapanila,3,ARRIVAL,2
13734,1,Tapanila,3,DEPARTURE,2
13120,1,Tapanila,3,DEPARTURE,2
9558,1,Tapanila,3,DEPARTURE,2
13736,2,Tapanila,4,ARRIVAL,1
13122,2,Tapanila,4,ARRIVAL,1
9560,2,Tapanila,4,ARRIVAL,1
13505,1,Tapanila,4,DEPARTURE,1
13131,1,Tapanila,4,DEPARTURE,1
13822,1,Tapanila,4,ARRIVAL,2
13505,2,Tapanila,4,ARRIVAL,2
13131,2,Tapanila,4,ARRIVAL,2
13736,1,Tapanila,4,DEPARTURE,2
13122,1,Tapanila,4,DEPARTURE,2
9560,1,Tapanila,4,DEPARTURE,2
13870,2,Tikkurila asema,5,ARRIVAL,1
13216,2,Tikkurila asema,5,ARRIVAL,1
13764,2,Tikkurila asema,5,ARRIVAL,1
13225,1,Tikkurila asema,5,DEPARTURE,1
13542,2,Tikkurila asema,5,DEPARTURE,1
9133,1,Tikkurila asema,5,DEPARTURE,1
13225,2,Tikkurila asema,5,ARRIVAL,2
13542,1,Tikkurila asema,5,ARRIVAL,2
9133,2,Tikkurila asema,5,ARRIVAL,2
13870,1,Tikkurila asema,5,DEPARTURE,2
13216,1,Tikkurila asema,5,DEPARTURE,2
13764,1,Tikkurila asema,5,DEPARTURE,2
13766,2,Tikkurila asema,6,ARRIVAL,1
9148,2,Tikkurila asema,6,ARRIVAL,1
13218,2,Tikkurila asema,6,ARRIVAL,1
13795,1,Tikkurila asema,6,DEPARTURE,1
9155,1,Tikkurila asema,6,DEPARTURE,1
13227,1,Tikkurila asema,6,DEPARTURE,1
13795,2,Tikkurila asema,6,ARRIVAL,2
9155,2,Tikkurila asema,6,ARRIVAL,2
13227,2,Tikkurila asema,6,ARRIVAL,2
13766,1,Tikkurila asema,6,DEPARTURE,2
9148,1,Tikkurila asema,6,DEPARTURE,2
13218,1,Tikkurila asema,6,DEPARTURE,2
11704,2,Tolsa,1,ARRIVAL,1
11104,2,Tolsa,1,ARRIVAL,1
11713,1,Tolsa,1,DEPARTURE,1
11876,2,Tolsa,1,DEPARTURE,1
11713,2,Tolsa,1,ARRIVAL,2
11876,1,Tolsa,1,ARRIVAL,2
11704,1,Tolsa,1,DEPARTURE,2
11104,1,Tolsa,1,DEPARTURE,2
11706,2,Tolsa,2,ARRIVAL,1
11106,2,Tolsa,2,ARRIVAL,1
11879,1,Tolsa,2,DEPARTURE,1
11715,1,Tolsa,2,DEPARTURE,1
11879,2,Tolsa,2,ARRIVAL,2
11715,2,Tolsa,2,ARRIVAL,2
11706,1,Tolsa,2,DEPARTURE,2
11106,1,Tolsa,2,DEPARTURE,2
11820,2,Tuomarila,1,ARRIVAL,1
11757,1,Tuomarila,1,ARRIVAL,1
11857,1,Tuomarila,1,DEPARTURE,1
11057,1,Tuomarila,1,DEPARTURE,1
11857,2,Tuomarila,1,ARRIVAL,2
11057,2,Tuomarila,1,ARRIVAL,2
11820,1,Tuomarila,1,DEPARTURE,2
11757,2,Tuomarila,1,DEPARTURE,2
11756,2,Tuomarila,2,ARRIVAL,1
11827,1,Tuomarila,2,ARRIVAL,1
11759,1,Tuomarila,2,DEPARTURE,1
11059,1,Tuomarila,2,DEPARTURE,1
11759,2,Tuomarila,2,ARRIVAL,2
11059,2,Tuomarila,2,ARRIVAL,2
11756,1,Tuomarila,2,DEPARTURE,2
11827,2,Tuomarila,2,DEPARTURE,2
11470,2,Valimo,3,ARRIVAL,1
11026,2,Valimo,3,ARRIVAL,1
11370,2,Valimo,3,ARRIVAL,1
11748,1,Valimo,3,DEPARTURE,1
11748,2,Valimo,3,ARRIVAL,2
11470,1,Valimo,3,DEPARTURE,2
11026,1,Valimo,3,DEPARTURE,2
11370,1,Valimo,3,DEPARTURE,2
11744,2,Valimo,4,ARRIVAL,1
11621,1,Valimo,4,ARRIVAL,1
11746,1,Valimo,4,DEPARTURE,1
11023,1,Valimo,4,DEPARTURE,1
11746,2,Valimo,4,ARRIVAL,2
11023,2,Valimo,4,ARRIVAL,2
11744,1,Valimo,4,DEPARTURE,2
11621,2,Valimo,4,DEPARTURE,2
11416,2,Vantaankoski,1,ARRIVAL,1
11501,1,Vantaankoski,1,ARRIVAL,1
11316,2,Vantaankoski,1,ARRIVAL,1
61501,1,Vantaankoski,1,DEPARTURE,1
61001,1,Vantaankoski,1,DEPARTURE,1
61801,1,Vantaankoski,1,DEPARTURE,1
61501,2,Vantaankoski,1,ARRIVAL,2
61001,2,Vantaankoski,1,ARRIVAL,2
61801,2,Vantaankoski,1,ARRIVAL,2
11416,1,Vantaankoski,1,DEPARTURE,2
11501,2,Vantaankoski,1,DEPARTURE,2
11316,1,Vantaankoski,1,DEPARTURE,2
11418,2,Vantaankoski,2,ARRIVAL,1
11318,2,Vantaankoski,2,ARRIVAL,1
61803,1,Vantaankoski,2,DEPARTURE,1
61703,1,Vantaankoski,2,DEPARTURE,1
61503,1,Vantaankoski,2,DEPARTURE,1
61803,2,Vantaankoski,2,ARRIVAL,2
61703,2,Vantaankoski,2,ARRIVAL,2
61503,2,Vantaankoski,2,ARRIVAL,2
11418,1,Vantaankoski,2,DEPARTURE,2
11318,1,Vantaankoski,2,DEPARTURE,2
61702,2,Vehkala,1,ARRIVAL,1
61802,2,Vehkala,1,ARRIVAL,1
61002,2,Vehkala,1,ARRIVAL,1
61705,1,Vehkala,1,DEPARTURE,1
61005,1,Vehkala,1,DEPARTURE,1
61705,2,Vehkala,1,ARRIVAL,2
61005,2,Vehkala,1,ARRIVAL,2
61702,1,Vehkala,1,DEPARTURE,2
61802,1,Vehkala,1,DEPARTURE,2
61002,1,Vehkala,1,DEPARTURE,2
61804,2,Vehkala,2,ARRIVAL,1
61523,1,Vehkala,2,ARRIVAL,1
61004,2,Vehkala,2,ARRIVAL,1
61807,1,Vehkala,2,DEPARTURE,1
61707,1,Vehkala,2,DEPARTURE,1
61007,1,Vehkala,2,DEPARTURE,1
61807,2,Vehkala,2,ARRIVAL,2
61707,2,Vehkala,2,ARRIVAL,2
61007,2,Vehkala,2,ARRIVAL,2
61804,1,Vehkala,2,DEPARTURE,2
61523,2,Vehkala,2,DEPARTURE,2
61004,1,Vehkala,2,DEPARTURE,2
